date,home_team,away_team,team,scorer,minute,own_goal,penalty
1916-07-02,152,858,858,José Piendibene,44,0,0
1916-07-02,152,858,858,Isabelino Gradín,55,0,0
1916-07-02,152,858,858,Isabelino Gradín,70,0,0
1916-07-02,152,858,858,José Piendibene,75,0,0
1916-07-06,32,152,32,Alberto Ohaco,2,0,0
1916-07-06,32,152,152,Telésforo Báez,44,0,0
1916-07-06,32,152,32,Juan Domingo Brown,60,0,1
1916-07-06,32,152,32,Juan Domingo Brown,62,0,1
1916-07-06,32,152,32,Alberto Marcovecchio,67,0,0
1916-07-06,32,152,32,Alberto Ohaco,75,0,0
1916-07-06,32,152,32,Alberto Marcovecchio,81,0,0
1916-07-08,76,152,76,Demóstenes Correia de Syllos,29,0,0
1916-07-08,76,152,152,Hernando Salazar,85,0,0
1916-07-10,32,76,32,José Durand Laguna,10,0,0
1916-07-10,32,76,76,Manoel Alencar Monte,23,0,0
1916-07-12,76,858,76,Arthur Friedenreich,8,0,0
1916-07-12,76,858,858,Isabelino Gradín,58,0,0
1916-07-12,76,858,858,Jose Tognola,77,0,0
1917-09-30,858,152,858,Carlos Scarone,20,0,0
1917-09-30,858,152,858,Ángel Romano,44,0,0
1917-09-30,858,152,858,Carlos Scarone,62,0,1
1917-09-30,858,152,858,Ángel Romano,75,0,0
1917-10-03,32,76,76,Neco,8,0,0
1917-10-03,32,76,32,Pedro Calomino,15,0,0
1917-10-03,32,76,76,Silvio Lagreca,39,0,1
1917-10-03,32,76,32,Alberto Ohaco,56,0,1
1917-10-03,32,76,32,Alberto Ohaco,58,0,1
1917-10-03,32,76,32,Antonio Blanco,80,0,0
1917-10-06,32,152,32,Luis García,76,1,0
1917-10-07,858,76,858,Héctor Scarone,8,0,0
1917-10-07,858,76,858,Ángel Romano,17,0,0
1917-10-07,858,76,858,Ángel Romano,77,0,0
1917-10-07,858,76,858,Carlos Scarone,86,0,0
1917-10-12,76,152,76,Caetano Izzo,21,0,0
1917-10-12,76,152,76,Neco,23,0,0
1917-10-12,76,152,76,Haroldo Domingues,26,0,0
1917-10-12,76,152,76,Amílcar Barbuy,41,0,0
1917-10-12,76,152,76,Haroldo Domingues,59,0,0
1917-10-14,858,32,858,Héctor Scarone,62,0,0
1919-05-11,76,152,76,Arthur Friedenreich,19,0,0
1919-05-11,76,152,76,Neco,21,0,0
1919-05-11,76,152,76,Arthur Friedenreich,38,0,0
1919-05-11,76,152,76,Arthur Friedenreich,76,0,0
1919-05-11,76,152,76,Haroldo Domingues,79,0,0
1919-05-11,76,152,76,Neco,83,0,0
1919-05-13,32,858,858,Carlos Scarone,19,0,0
1919-05-13,32,858,858,Héctor Scarone,23,0,0
1919-05-13,32,858,32,Carlos Izaguirre,34,0,0
1919-05-13,32,858,32,Manuel Varela,79,1,0
1919-05-13,32,858,858,Isabelino Gradín,85,0,0
1919-05-17,152,858,858,Carlos Scarone,31,0,0
1919-05-17,152,858,858,José Pérez,43,0,0
1919-05-18,76,32,76,Heitor,22,0,0
1919-05-18,76,32,76,Amílcar Barbuy,57,0,0
1919-05-18,76,32,32,Carlos Izaguirre,65,0,0
1919-05-18,76,32,76,Adolpho Millón Junior,77,0,0
1919-05-22,32,152,32,Edwin Clarcke,10,0,0
1919-05-22,32,152,32,Carlos Izaguirre,13,0,0
1919-05-22,32,152,32,Edwin Clarcke,23,0,0
1919-05-22,32,152,152,Alfredo France,33,0,0
1919-05-22,32,152,32,Edwin Clarcke,62,0,0
1919-05-26,76,858,858,Isabelino Gradín,13,0,0
1919-05-26,76,858,858,Carlos Scarone,17,0,0
1919-05-26,76,858,76,Neco,29,0,0
1919-05-26,76,858,76,Neco,63,0,0
1919-05-29,76,858,76,Arthur Friedenreich,122,0,0
1920-09-11,152,76,76,Ismael Alvariza,53,0,0
1920-09-12,858,32,858,José Piendibene,10,0,0
1920-09-12,858,32,32,Raúl Echeverría,75,0,0
1920-09-18,76,858,858,Ángel Romano,23,0,0
1920-09-18,76,858,858,Antonio Urdinarán,26,0,1
1920-09-18,76,858,858,José Pérez,29,0,0
1920-09-18,76,858,858,Antonio Campolo,48,0,0
1920-09-18,76,858,858,Ángel Romano,60,0,0
1920-09-18,76,858,858,José Pérez,65,0,0
1920-09-20,152,32,32,Miguel Dellavalle,13,0,0
1920-09-20,152,32,152,Hernando Bolados,30,0,0
1920-09-25,32,76,32,Raúl Echeverría,40,0,0
1920-09-25,32,76,32,Julio Libonatti,73,0,0
1920-10-03,152,858,858,Ángel Romano,37,0,0
1920-10-03,152,858,152,Aurelio Domínguez,60,0,0
1920-10-03,152,858,858,José Pérez,65,0,0
1921-10-02,32,76,32,Julio Libonatti,27,0,0
1921-10-09,600,858,600,Gerardo Rivas,9,0,0
1921-10-09,600,858,600,Ildefonso López,66,0,0
1921-10-09,600,858,858,José Piendibene,83,0,0
1921-10-12,76,600,76,Ernesto Duarte Machado da Silva,21,0,0
1921-10-12,76,600,76,Ernesto Duarte Machado da Silva,44,0,0
1921-10-12,76,600,76,Aníbal Médicis Candiota,46,0,0
1921-10-16,32,600,32,Julio Libonatti,1,0,0
1921-10-16,32,600,32,Blas Saruppo,71,0,0
1921-10-16,32,600,32,Raúl Echeverría,76,0,0
1921-10-23,76,858,858,Ángel Romano,1,0,0
1921-10-23,76,858,858,Ángel Romano,8,0,0
1921-10-23,76,858,76,José Carlos Guimarães,53,0,0
1921-10-30,32,858,32,Julio Libonatti,57,0,0
1922-09-17,76,152,76,Altino Marcondes,9,0,0
1922-09-17,76,152,152,Manuel Bravo Paredes,41,0,0
1922-09-23,152,858,858,Juan Carlos Heguy,10,0,0
1922-09-23,152,858,858,Antonio Urdinarán,19,0,1
1922-09-24,76,600,76,Amílcar Barbuy,14,0,0
1922-09-24,76,600,600,Gerardo Rivas,71,0,0
1922-09-28,32,152,32,Angel Chiessa,10,0,0
1922-09-28,32,152,32,Julio Francia,36,0,0
1922-09-28,32,152,32,Julio Francia,41,0,0
1922-09-28,32,152,32,José Gaslini,75,0,0
1922-10-05,152,600,600,Julio Ramírez,5,0,0
1922-10-05,152,600,600,Ildefonso López,78,0,0
1922-10-05,152,600,600,Luis Fretes,86,0,0
1922-10-08,32,858,858,Felipe Buffoni,43,0,0
1922-10-12,600,858,600,Carlos Elizeche,7,0,0
1922-10-15,76,32,76,Neco,42,0,0
1922-10-15,76,32,76,Amílcar Barbuy,86,0,1
1922-10-18,32,600,32,Julio Francia,63,0,0
1922-10-18,32,600,32,Julio Francia,79,0,1
1922-10-22,76,600,76,Neco,11,0,0
1922-10-22,76,600,76,Xavier Camargo,48,0,0
1922-10-22,76,600,76,Xavier Camargo,89,0,0
1923-10-29,32,600,600,Gerardo Rivas,10,0,0
1923-10-29,32,600,32,Blas Saruppo,18,0,0
1923-10-29,32,600,600,Agustín Zelada,49,0,0
1923-10-29,32,600,32,Vicente Aguirre,58,0,0
1923-10-29,32,600,600,Luis Fretes,65,0,0
1923-10-29,32,600,32,Vicente Aguirre,77,0,0
1923-10-29,32,600,32,Vicente Aguirre,86,0,0
1923-11-04,858,600,858,Héctor Scarone,11,0,0
1923-11-04,858,600,858,Pedro Petrone,87,0,0
1923-11-11,76,600,600,Ildefonso López,56,0,0
1923-11-18,32,76,32,Cesáreo Onzari,11,0,0
1923-11-18,32,76,76,Nilo Braga,15,0,0
1923-11-18,32,76,32,Blas Saruppo,76,0,0
1923-11-25,858,76,858,Pedro Petrone,56,0,0
1923-11-25,858,76,76,Nilo Braga,59,0,0
1923-11-25,858,76,858,José Cea,75,0,0
1923-12-02,858,32,858,Pedro Petrone,28,0,0
1923-12-02,858,32,858,Pascual Somma,88,0,0
1924-05-25,2,792,2,Rudolf Sloup,21,0,0
1924-05-25,2,792,2,Josef Sedláček,28,0,0
1924-05-25,2,792,2,Josef Sedláček,37,0,0
1924-05-25,2,792,792,Bekir Refet,63,0,0
1924-05-25,2,792,2,Jan Novák,64,0,0
1924-05-25,2,792,2,Josef Čapek,74,0,0
1924-05-25,2,792,792,Bekir Refet,82,0,0
1924-05-25,380,724,380,Pedro Vallana,84,1,0
1924-05-25,756,440,756,Paul Sturzenegger,2,0,0
1924-05-25,756,440,756,Walter Dietrich,14,0,0
1924-05-25,756,440,756,Max Abegglen,41,0,0
1924-05-25,756,440,756,Paul Sturzenegger,43,0,0
1924-05-25,756,440,756,Max Abegglen,50,0,0
1924-05-25,756,440,756,Max Abegglen,58,0,0
1924-05-25,756,440,756,Rudolf Ramseyer,63,0,1
1924-05-25,756,440,756,Paul Sturzenegger,68,0,0
1924-05-25,756,440,756,Paul Sturzenegger,85,0,0
1924-05-25,840,233,840,Andy Straden,15,0,1
1924-05-26,348,616,348,József Eisenhoffer,14,0,0
1924-05-26,348,616,348,Ferenc Hirzer,51,0,0
1924-05-26,348,616,348,Ferenc Hirzer,58,0,0
1924-05-26,348,616,348,Zoltán Opata,70,0,0
1924-05-26,348,616,348,Zoltán Opata,87,0,0
1924-05-26,858,1,858,José Vidal,20,0,0
1924-05-26,858,1,858,Héctor Scarone,23,0,0
1924-05-26,858,1,858,Pedro Petrone,35,0,0
1924-05-26,858,1,858,Pedro Cea,50,0,0
1924-05-26,858,1,858,Ángel Romano,58,0,0
1924-05-26,858,1,858,Pedro Petrone,61,0,0
1924-05-26,858,1,858,Pedro Cea,80,0,0
1924-05-27,250,428,250,Édouard Crut,17,0,0
1924-05-27,250,428,250,Paul Nicolas,25,0,0
1924-05-27,250,428,250,Édouard Crut,28,0,0
1924-05-27,250,428,250,Paul Nicolas,50,0,0
1924-05-27,250,428,250,Édouard Crut,55,0,0
1924-05-27,250,428,250,Jean Boyer,71,0,0
1924-05-27,250,428,250,Jean Boyer,87,0,0
1924-05-27,528,642,528,Albert Hurgronje,8,0,0
1924-05-27,528,642,528,Kees Pijl,32,0,0
1924-05-27,528,642,528,Kees Pijl,52,0,0
1924-05-27,528,642,528,Kees Pijl,66,0,0
1924-05-27,528,642,528,Kees Pijl,68,0,0
1924-05-27,528,642,528,Johannes de Natris,69,0,1
1924-05-28,372,100,372,Paddy Duncan,75,0,0
1924-05-28,756,2,2,Rudolf Sloup,21,0,1
1924-05-28,756,2,756,Walter Dietrich,79,0,0
1924-05-29,818,348,818,Ibrahim Yakan,4,0,0
1924-05-29,818,348,818,Hussein Hegazi,40,0,0
1924-05-29,818,348,818,Ibrahim Yakan,58,0,0
1924-05-29,380,442,380,Adolfo Baloncieri,20,0,0
1924-05-29,380,442,380,Giuseppe Della Valle,38,0,0
1924-05-29,752,56,752,Rudolf Kock,8,0,0
1924-05-29,752,56,752,Sven Rydell,20,0,0
1924-05-29,752,56,752,Rudolf Kock,24,0,0
1924-05-29,752,56,752,Charles Brommesson,30,0,0
1924-05-29,752,56,752,Tore Keller,46,0,0
1924-05-29,752,56,752,Sven Rydell,61,0,0
1924-05-29,752,56,56,Henri Larnoe,67,0,0
1924-05-29,752,56,752,Rudolf Kock,77,0,0
1924-05-29,752,56,752,Sven Rydell,83,0,0
1924-05-29,858,840,858,Pedro Petrone,10,0,0
1924-05-29,858,840,858,Héctor Scarone,15,0,0
1924-05-29,858,840,858,Pedro Petrone,44,0,0
1924-05-30,756,2,756,Robert Pache,87,0,0
1924-06-01,250,858,858,Héctor Scarone,2,0,0
1924-06-01,250,858,250,Paul Nicolas,12,0,0
1924-06-01,250,858,858,Héctor Scarone,24,0,0
1924-06-01,250,858,858,Pedro Petrone,58,0,0
1924-06-01,250,858,858,Pedro Petrone,68,0,0
1924-06-01,250,858,858,Ángel Romano,83,0,0
1924-06-01,752,818,752,Per Kaufeldt,5,0,0
1924-06-01,752,818,752,Charles Brommesson,31,0,0
1924-06-01,752,818,752,Charles Brommesson,34,0,0
1924-06-01,752,818,752,Sven Rydell,49,0,0
1924-06-01,752,818,752,Per Kaufeldt,71,0,0
1924-06-02,528,372,528,Ok Formenoy,7,0,0
1924-06-02,528,372,372,Frank Ghent,33,0,0
1924-06-02,528,372,528,Ok Formenoy,104,0,0
1924-06-02,756,380,756,Paul Sturzenegger,47,0,0
1924-06-02,756,380,380,Giuseppe Della Valle,52,0,0
1924-06-02,756,380,756,Max Abegglen,60,0,0
1924-06-05,756,752,756,Max Abegglen,15,0,0
1924-06-05,756,752,752,Rudolf Kock,41,0,0
1924-06-05,756,752,756,Max Abegglen,77,0,0
1924-06-06,858,528,528,Cornelis Pijl,32,0,0
1924-06-06,858,528,858,Pedro Cea,62,0,0
1924-06-06,858,528,858,Héctor Scarone,81,0,1
1924-06-08,752,528,752,Per Kaufeldt,44,0,0
1924-06-08,752,528,528,André le Fèvre,77,0,0
1924-06-09,752,528,752,Sven Rydell,34,0,0
1924-06-09,752,528,752,Evert Lundqvist,42,0,0
1924-06-09,752,528,528,Ok Formenoy,43,0,1
1924-06-09,752,528,752,Sven Rydell,77,0,0
1924-06-09,858,756,858,Pedro Petrone,9,0,0
1924-06-09,858,756,858,Pedro Cea,65,0,0
1924-06-09,858,756,858,Ángel Romano,82,0,0
1924-10-19,858,152,858,Pedro Petrone,40,0,0
1924-10-19,858,152,858,Pedro Petrone,53,0,0
1924-10-19,858,152,858,Pedro Zingone,73,0,0
1924-10-19,858,152,858,Ángel Romano,78,0,0
1924-10-19,858,152,858,Pedro Petrone,88,0,0
1924-10-25,32,152,32,Gabino Sosa,5,0,0
1924-10-25,32,152,32,Juan Loyarte,78,0,0
1924-10-26,858,600,858,Pedro Petrone,28,0,0
1924-10-26,858,600,858,Ángel Romano,37,0,0
1924-10-26,858,600,858,José Cea,53,0,0
1924-10-26,858,600,600,Paisano Urbita Sosa,77,0,0
1924-11-01,152,600,152,David Arellano,6,0,0
1924-11-01,152,600,600,Ildefonso López,15,0,0
1924-11-01,152,600,600,Ildefonso López,33,0,0
1924-11-01,152,600,600,Gerardo Rivas,52,0,0
1925-11-29,32,600,32,Manuel Seoane,2,0,0
1925-11-29,32,600,32,Martin Sánchez,72,0,0
1925-12-06,76,600,76,Anfilogino Marques,16,0,0
1925-12-06,76,600,76,Arthur Friedenreich,18,0,0
1925-12-06,76,600,600,Gerardo Rivas,25,0,0
1925-12-06,76,600,76,Severino Da Silva,30,0,0
1925-12-06,76,600,76,Severino Da Silva,52,0,0
1925-12-06,76,600,600,Gerardo Rivas,55,0,0
1925-12-06,76,600,76,Nilo Braga,72,0,0
1925-12-13,32,76,76,Nilo Braga,22,0,0
1925-12-13,32,76,32,Manuel Seoane,41,0,0
1925-12-13,32,76,32,Manuel Seoane,48,0,0
1925-12-13,32,76,32,Alfredo Garasini,72,0,0
1925-12-13,32,76,32,Manuel Seoane,74,0,0
1925-12-17,76,600,76,Nilo Braga,30,0,0
1925-12-17,76,600,76,Severino Da Silva,57,0,0
1925-12-17,76,600,600,Luis Fretes,58,0,0
1925-12-17,76,600,76,Severino Da Silva,61,0,0
1925-12-20,32,600,600,Manuel Fleitas Solich,15,0,0
1925-12-20,32,600,32,Domingo Tarasconi,22,0,0
1925-12-20,32,600,32,Manuel Seoane,32,0,0
1925-12-20,32,600,32,Juan Carlos Irurieta,63,0,0
1925-12-25,32,76,76,Arthur Friedenreich,27,0,0
1925-12-25,32,76,76,Nilo Braga,30,0,0
1925-12-25,32,76,32,Antonio Cerroti,41,0,0
1925-12-25,32,76,32,Manuel Seoane,55,0,0
1926-10-12,152,68,152,Manuel Ramírez,10,0,0
1926-10-12,152,68,152,Guillermo Subiabre,14,0,0
1926-10-12,152,68,152,David Arellano,15,0,0
1926-10-12,152,68,152,David Arellano,41,0,0
1926-10-12,152,68,152,Humberto Moreno,47,0,0
1926-10-12,152,68,68,Teófilo Aguilar,62,0,0
1926-10-12,152,68,152,David Arellano,80,0,0
1926-10-12,152,68,152,David Arellano,84,0,0
1926-10-16,32,68,32,Roberto Cherro,9,0,0
1926-10-16,32,68,32,Roberto Cherro,19,0,0
1926-10-16,32,68,32,Gabino Sosa,31,0,0
1926-10-16,32,68,32,Benjamín Delgado,43,0,0
1926-10-16,32,68,32,Antonio de Miguel,74,0,0
1926-10-17,152,858,858,René Borjas,22,0,0
1926-10-17,152,858,858,Héctor Castro,32,0,0
1926-10-17,152,858,858,Héctor Scarone,55,0,0
1926-10-17,152,858,152,Guillermo Subiabre,65,0,1
1926-10-20,32,600,32,Gabino Sosa,11,0,0
1926-10-20,32,600,32,Roberto Cherro,16,0,0
1926-10-20,32,600,32,Gabino Sosa,32,0,0
1926-10-20,32,600,32,Benjamín Delgado,40,0,0
1926-10-20,32,600,32,Benjamín Delgado,42,0,0
1926-10-20,32,600,32,Antonio de Miguel,52,0,0
1926-10-20,32,600,32,Gabino Sosa,59,0,0
1926-10-20,32,600,32,Gabino Sosa,87,0,0
1926-10-23,68,600,68,Carlos Soto,15,0,0
1926-10-23,68,600,600,Ildefonso López,57,0,0
1926-10-23,68,600,600,Ceferino Ramírez,68,0,0
1926-10-23,68,600,600,Ceferino Ramírez,72,0,0
1926-10-23,68,600,600,Pablo Ramírez,76,0,0
1926-10-23,68,600,600,Ildefonso López,81,0,0
1926-10-23,68,600,600,Ceferino Ramírez,88,0,0
1926-10-24,32,858,858,René Borjas,22,0,0
1926-10-24,32,858,858,Héctor Castro,73,0,0
1926-10-28,68,858,858,Héctor Scarone,9,0,0
1926-10-28,68,858,858,Héctor Scarone,12,0,0
1926-10-28,68,858,858,Héctor Scarone,28,0,0
1926-10-28,68,858,858,Héctor Scarone,39,0,0
1926-10-28,68,858,858,Ángel Romano,67,0,0
1926-10-28,68,858,858,Héctor Scarone,81,0,0
1926-10-31,152,32,152,Guillermo Saavedra,25,0,0
1926-10-31,152,32,32,Domingo Tarasconi,87,0,0
1926-11-01,600,858,858,Héctor Castro,16,0,0
1926-11-01,600,858,858,Héctor Castro,23,0,0
1926-11-01,600,858,858,Héctor Castro,32,0,0
1926-11-01,600,858,858,Zoilo Saldombide,47,0,1
1926-11-01,600,858,600,Manuel Fleitas Solich,58,0,1
1926-11-01,600,858,858,Héctor Castro,72,0,0
1926-11-01,600,858,858,Zoilo Saldombide,82,0,0
1926-11-03,152,600,152,David Arellano,21,0,0
1926-11-03,152,600,600,Luis Vargas Peña,40,0,0
1926-11-03,152,600,152,Manuel Ramírez,42,0,0
1926-11-03,152,600,152,David Arellano,64,0,0
1926-11-03,152,600,152,David Arellano,71,0,0
1926-11-03,152,600,152,Manuel Ramírez,82,0,0
1927-10-30,32,68,32,Segundo Luna,18,0,0
1927-10-30,32,68,32,Alfredo Carricaberry,20,0,0
1927-10-30,32,68,32,Humberto Recanatini,24,0,1
1927-10-30,32,68,32,Manuel Seoane,29,0,0
1927-10-30,32,68,32,Alfredo Carricaberry,36,0,0
1927-10-30,32,68,68,Mario Alborta,42,0,0
1927-10-30,32,68,32,Segundo Luna,56,0,0
1927-10-30,32,68,32,Manuel Seoane,79,0,0
1927-11-01,604,858,858,Daniel Ulloa,49,1,0
1927-11-01,604,858,858,Antonio Sacco,52,0,0
1927-11-01,604,858,858,Antonio Sacco,71,0,0
1927-11-01,604,858,858,Héctor Castro,75,0,0
1927-11-06,68,858,858,Pedro Petrone,18,0,0
1927-11-06,68,858,858,Roberto Figueroa,19,0,0
1927-11-06,68,858,858,Juan Arremón,43,0,0
1927-11-06,68,858,858,Pedro Petrone,65,0,0
1927-11-06,68,858,858,Roberto Figueroa,67,0,0
1927-11-06,68,858,858,Héctor Castro,68,0,0
1927-11-06,68,858,858,Roberto Figueroa,69,0,0
1927-11-06,68,858,858,Pedro Petrone,81,0,0
1927-11-06,68,858,858,Héctor Scarone,86,0,0
1927-11-13,604,68,68,José Bustamante,13,0,0
1927-11-13,604,68,68,José Bustamante,14,0,0
1927-11-13,604,68,604,Demetrio Neyra,31,0,0
1927-11-13,604,68,604,Jorge Sarmiento,41,0,0
1927-11-13,604,68,604,Alberto Montellanos,43,0,0
1927-11-20,32,858,858,Héctor Scarone,33,0,0
1927-11-20,32,858,32,Humberto Recanatini,56,0,1
1927-11-20,32,858,32,Segundo Luna,70,0,0
1927-11-20,32,858,858,Héctor Scarone,79,0,0
1927-11-20,32,858,32,Adhemar Canavesi,85,1,0
1927-11-27,604,32,32,Manuel Ferreira,1,0,0
1927-11-27,604,32,604,Alejandro Villanueva,3,0,0
1927-11-27,604,32,32,Juan Maglio,22,0,0
1927-11-27,604,32,32,Juan Maglio,25,0,0
1927-11-27,604,32,32,Manuel Ferreira,30,0,0
1927-11-27,604,32,32,Alfredo Carricaberry,38,0,0
1928-05-27,56,442,56,Raymond Braine,9,0,0
1928-05-27,56,442,56,Louis Versijp,20,0,0
1928-05-27,56,442,56,Jacques Moeschal,23,0,0
1928-05-27,56,442,442,Guillaume Schutz,31,0,0
1928-05-27,56,442,442,Jean-Pierre Weisgerber,42,0,0
1928-05-27,56,442,442,Robert Theissen,44,0,0
1928-05-27,56,442,56,Jacques Moeschal,67,0,0
1928-05-27,56,442,56,Raymond Braine,72,0,0
1928-05-27,620,152,152,Guillermo Saavedra,14,0,0
1928-05-27,620,152,152,Alejandro Carbonell,30,0,0
1928-05-27,620,152,620,Vítor Silva,38,0,0
1928-05-27,620,152,620,Pepe Soares,40,0,0
1928-05-27,620,152,620,Pepe Soares,50,0,0
1928-05-27,620,152,620,Valdemar Mota,63,0,0
1928-05-28,818,792,818,Ali El-Hassany,20,0,1
1928-05-28,818,792,818,Ali Mohamed Riad,27,0,0
1928-05-28,818,792,818,Mahmoud Mokhtar El-Tetsh,46,0,0
1928-05-28,818,792,818,Mahmoud Mokhtar El-Tetsh,50,0,0
1928-05-28,818,792,818,Ismail El-Sayed Hooda,53,0,0
1928-05-28,818,792,818,Mahmoud Mokhtar El-Tetsh,63,0,0
1928-05-28,818,792,792,Bekir Refet,71,0,0
1928-05-28,818,792,818,Gamil El-Zobeir,86,0,0
1928-05-28,276,756,276,Richard Hofmann,17,0,0
1928-05-28,276,756,276,Josef Hornauer,42,0,0
1928-05-28,276,756,276,Richard Hofmann,75,0,0
1928-05-28,276,756,276,Richard Hofmann,85,0,0
1928-05-29,32,840,32,Manuel Ferreira,9,0,0
1928-05-29,32,840,32,Domingo Tarasconi,24,0,0
1928-05-29,32,840,32,Manuel Ferreira,29,0,0
1928-05-29,32,840,32,Raimondo Orsi,41,0,0
1928-05-29,32,840,32,Roberto Cherro,47,0,0
1928-05-29,32,840,32,Roberto Cherro,49,0,0
1928-05-29,32,840,840,Rudolph Kuntner,55,0,0
1928-05-29,32,840,32,Roberto Cherro,57,0,0
1928-05-29,32,840,32,Domingo Tarasconi,63,0,0
1928-05-29,32,840,32,Domingo Tarasconi,66,0,0
1928-05-29,32,840,32,Raimondo Orsi,73,0,0
1928-05-29,32,840,840,Henry Carroll,75,0,0
1928-05-29,32,840,32,Domingo Tarasconi,89,0,0
1928-05-29,380,250,250,Juste Brouzes,15,0,0
1928-05-29,380,250,250,Juste Brouzes,17,0,0
1928-05-29,380,250,380,Gino Rossetti,19,0,0
1928-05-29,380,250,380,Virgilio Levratto,39,0,0
1928-05-29,380,250,380,Elvio Banchero,43,0,0
1928-05-29,380,250,380,Adolfo Baloncieri,60,0,0
1928-05-29,380,250,250,Robert Dauphin,61,0,0
1928-05-29,620,1,620,Vítor Silva,25,0,0
1928-05-29,620,1,1,Mirko Bonačić,40,0,0
1928-05-29,620,1,620,Augusto Silva,90,0,0
1928-05-30,528,858,858,Héctor Scarone,20,0,0
1928-05-30,528,858,858,Santos Urdinarán,86,0,0
1928-05-30,724,484,724,Luis Regueiro,13,0,0
1928-05-30,724,484,724,Luis Regueiro,27,0,0
1928-05-30,724,484,724,José Maria Yermo,43,0,0
1928-05-30,724,484,724,José Maria Yermo,63,0,0
1928-05-30,724,484,724,Martín Marculeta,66,0,0
1928-05-30,724,484,724,Ángel Mariscal,70,0,0
1928-05-30,724,484,484,Juan Carreño,76,0,0
1928-05-30,724,484,724,José Maria Yermo,85,0,0
1928-06-01,380,724,724,Domingo Zaldua,11,0,0
1928-06-01,380,724,380,Adolfo Baloncieri,63,0,0
1928-06-02,32,56,32,Domingo Tarasconi,1,0,0
1928-06-02,32,56,32,Manuel Ferreira,4,0,0
1928-06-02,32,56,32,Domingo Tarasconi,10,0,0
1928-06-02,32,56,56,Raymond Braine,24,0,0
1928-06-02,32,56,56,Florimond Vanhalme,28,0,0
1928-06-02,32,56,56,Jacques Moeschal,53,0,0
1928-06-02,32,56,32,Domingo Tarasconi,75,0,0
1928-06-02,32,56,32,Raimondo Orsi,81,0,0
1928-06-02,32,56,32,Domingo Tarasconi,89,0,0
1928-06-03,858,276,858,Pedro Petrone,35,0,0
1928-06-03,858,276,858,Pedro Petrone,39,0,0
1928-06-03,858,276,858,Héctor Castro,63,0,0
1928-06-03,858,276,276,Richard Hofmann,81,0,0
1928-06-03,858,276,858,Pedro Petrone,84,0,0
1928-06-04,818,620,818,Mahmoud Mokhtar El-Tetsh,15,0,0
1928-06-04,818,620,818,Ali Mohamed Riad,48,0,0
1928-06-04,818,620,620,Vítor Silva,76,0,0
1928-06-04,380,724,380,Mario Magnozzi,14,0,0
1928-06-04,380,724,380,Angelo Schiavo,15,0,0
1928-06-04,380,724,380,Adolfo Baloncieri,18,0,0
1928-06-04,380,724,380,Fulvio Bernardini,40,0,0
1928-06-04,380,724,724,José Maria Yermo,47,0,0
1928-06-04,380,724,380,Enrico Rivolta,72,0,0
1928-06-04,380,724,380,Virgilio Levratto,76,0,0
1928-06-04,380,724,380,Virgilio Levratto,77,0,0
1928-06-05,152,484,484,Ernesto Sota,15,0,0
1928-06-05,152,484,152,Guillermo Subiabre,24,0,0
1928-06-05,152,484,152,Guillermo Subiabre,48,0,0
1928-06-05,152,484,152,Guillermo Subiabre,89,0,0
1928-06-05,528,56,528,Leonardus Ghering,4,0,0
1928-06-05,528,56,528,Felix Smeets,6,0,0
1928-06-05,528,56,528,Wim Tap,63,0,0
1928-06-05,528,56,56,Pierre Braine,85,0,0
1928-06-06,32,818,32,Roberto Cherro,10,0,0
1928-06-06,32,818,32,Manuel Ferreira,32,0,0
1928-06-06,32,818,32,Domingo Tarasconi,37,0,0
1928-06-06,32,818,32,Domingo Tarasconi,54,0,0
1928-06-06,32,818,32,Domingo Tarasconi,61,0,0
1928-06-06,32,818,32,Manuel Ferreira,82,0,0
1928-06-07,858,380,380,Adolfo Baloncieri,9,0,0
1928-06-07,858,380,858,Pedro Cea,17,0,0
1928-06-07,858,380,858,Antonio Campolo,28,0,0
1928-06-07,858,380,858,Héctor Scarone,31,0,0
1928-06-07,858,380,380,Virgilio Levratto,60,0,0
1928-06-08,528,152,152,Manuel Bravo Paredes,55,0,0
1928-06-08,528,152,528,Leonardus Ghering,59,0,0
1928-06-08,528,152,528,Felix Smeets,66,0,0
1928-06-08,528,152,152,Óscar Alfaro,89,0,0
1928-06-09,380,818,380,Angelo Schiavo,6,0,0
1928-06-09,380,818,818,Ali Mohamed Riad,12,0,0
1928-06-09,380,818,380,Adolfo Baloncieri,14,0,0
1928-06-09,380,818,818,Ali Mohamed Riad,16,0,0
1928-06-09,380,818,380,Elvio Banchero,19,0,0
1928-06-09,380,818,380,Elvio Banchero,39,0,0
1928-06-09,380,818,380,Angelo Schiavo,42,0,0
1928-06-09,380,818,380,Elvio Banchero,44,0,0
1928-06-09,380,818,380,Adolfo Baloncieri,52,0,0
1928-06-09,380,818,380,Angelo Schiavo,58,0,0
1928-06-09,380,818,818,Moussa Hassan El-Ezam,60,0,0
1928-06-09,380,818,380,Mario Magnozzi,72,0,0
1928-06-09,380,818,380,Mario Magnozzi,80,0,0
1928-06-09,380,818,380,Mario Magnozzi,88,0,0
1928-06-10,858,32,858,Pedro Petrone,23,0,0
1928-06-10,858,32,32,Manuel Ferreira,50,0,0
1928-06-13,858,32,858,Roberto Figueroa,17,0,0
1928-06-13,858,32,32,Luis Monti,28,0,0
